size,type,algorithm,time_ms,comparisons
2600,almost,msd_radix_sort,1.64711,6289
2600,almost,msd_radix_sort_switch,2.59029,14743.7
2600,prefix,quick_sort,7.98304,1.42198e+06
2600,prefix,merge_sort,11.1201,1.34028e+06
2600,prefix,string_quicksort,5.11857,154341
2600,prefix,string_mergesort,8.27795,1.34383e+06
2600,prefix,msd_radix_sort,11.1175,135275
2600,prefix,msd_radix_sort_switch,11.8648,140776
2700,random,quick_sort,1.86809,48530.5
2700,random,merge_sort,5.37528,39225
2700,random,string_quicksort,4.91172,30652.6
2700,random,string_mergesort,3.4368,39225
2700,random,msd_radix_sort,1.74168,6478
2700,random,msd_radix_sort_switch,2.52901,14941.3
2700,reverse,quick_sort,1.9239,48927.9
2700,reverse,merge_sort,5.0385,22780
2700,reverse,string_quicksort,4.67463,30899
2700,reverse,string_mergesort,3.022,22780
2700,reverse,msd_radix_sort,1.74605,6494
2700,reverse,msd_radix_sort_switch,2.66931,15229.3
2700,almost,quick_sort,1.82917,48320.6
2700,almost,merge_sort,5.13145,34155
2700,almost,string_quicksort,4.71857,30232.9
2700,almost,string_mergesort,3.17313,34155
2700,almost,msd_radix_sort,1.64695,6536
2700,almost,msd_radix_sort_switch,2.68042,15293.4
2700,prefix,quick_sort,8.33552,1.49788e+06
2700,prefix,merge_sort,11.7357,1.40119e+06
2700,prefix,string_quicksort,5.32643,160254
2700,prefix,string_mergesort,8.83502,1.40404e+06
2700,prefix,msd_radix_sort,11.6322,140551
2700,prefix,msd_radix_sort_switch,12.3133,146484
2800,random,quick_sort,1.96379,50135
2800,random,merge_sort,5.55076,40963
2800,random,string_quicksort,5.3267,31939.7
2800,random,string_mergesort,3.62594,40963
2800,random,msd_radix_sort,1.91862,6772
2800,random,msd_radix_sort_switch,2.70774,15535.1
2800,reverse,quick_sort,1.88805,50945.2
2800,reverse,merge_sort,5.19109,23743
2800,reverse,string_quicksort,4.99732,32297.8
2800,reverse,string_mergesort,3.06166,23743
2800,reverse,msd_radix_sort,1.79045,6784
2800,reverse,msd_radix_sort_switch,2.78252,15821.8
2800,almost,quick_sort,1.88193,49657.6
2800,almost,merge_sort,5.37871,35812
2800,almost,string_quicksort,4.92248,32408.8
2800,almost,string_mergesort,3.34393,35812
2800,almost,msd_radix_sort,1.71478,6793
2800,almost,msd_radix_sort_switch,2.71593,15822.2
2800,prefix,quick_sort,8.72829,1.56936e+06
2800,prefix,merge_sort,12.2012,1.46173e+06
2800,prefix,string_quicksort,5.41511,166525
2800,prefix,string_mergesort,9.09829,1.46478e+06
2800,prefix,msd_radix_sort,12.1368,145788
2800,prefix,msd_radix_sort_switch,12.7662,152191
2900,random,quick_sort,1.98892,51950.2
2900,random,merge_sort,5.73093,42800
2900,random,string_quicksort,5.53042,35069.5
2900,random,string_mergesort,3.74981,42800
2900,random,msd_radix_sort,1.88311,7043
2900,random,msd_radix_sort_switch,2.88804,16339.8
2900,reverse,quick_sort,1.95013,52282.4
2900,reverse,merge_sort,5.47999,24633
2900,reverse,string_quicksort,5.05578,32999.4
2900,reverse,string_mergesort,3.24463,24633
2900,reverse,msd_radix_sort,1.84515,7032
2900,reverse,msd_radix_sort_switch,2.95435,16365.9
2900,almost,quick_sort,1.94867,52303.8
2900,almost,merge_sort,5.53156,36418
2900,almost,string_quicksort,5.03825,32713.5
2900,almost,string_mergesort,3.62444,36418
2900,almost,msd_radix_sort,1.80808,7038
2900,almost,msd_radix_sort_switch,2.89872,16406.3
2900,prefix,quick_sort,9.14881,1.60622e+06
2900,prefix,merge_sort,12.7975,1.51546e+06
2900,prefix,string_quicksort,5.53607,171955
2900,prefix,string_mergesort,9.61987,1.51956e+06
2900,prefix,msd_radix_sort,12.4843,150923
2900,prefix,msd_radix_sort_switch,13.3815,157314
3000,random,quick_sort,2.12854,54843.7
3000,random,merge_sort,6.12151,44549
3000,random,string_quicksort,5.58066,34397.8
3000,random,string_mergesort,3.95378,44549
3000,random,msd_radix_sort,2.00792,7287
3000,random,msd_radix_sort_switch,2.89111,17004.3
3000,reverse,quick_sort,2.10818,54071.1
3000,reverse,merge_sort,5.67608,25922
3000,reverse,string_quicksort,5.36343,34178.5
3000,reverse,string_mergesort,3.27251,25922
3000,reverse,msd_radix_sort,1.98095,7305
3000,reverse,msd_radix_sort_switch,3.02129,16948.3
3000,almost,quick_sort,2.16657,55239.7
3000,almost,merge_sort,5.78879,37109
3000,almost,string_quicksort,5.64886,34960.7
3000,almost,string_mergesort,3.62064,37109
3000,almost,msd_radix_sort,1.79137,7265
3000,almost,msd_radix_sort_switch,2.8991,16994.8
3000,prefix,quick_sort,9.66495,1.72351e+06
3000,prefix,merge_sort,13.1313,1.5744e+06
3000,prefix,string_quicksort,5.84131,178495
3000,prefix,string_mergesort,9.85609,1.5787e+06
3000,prefix,msd_radix_sort,13.1039,156188
3000,prefix,msd_radix_sort_switch,13.6909,163221
